object,ch,prop,frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,7,-0.0116094872355,,1.34277701378,0.132465481758,,,0.874368727207,,-0.967433333397,-0.150511369109,0.205479905009,0.89655148983,1.35589277744,1.22244429588,0.547885775566,-0.188560202718,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,8,0.15736964345,,0.00816742237657,0.149302780628,,,1.02159261703,,-1.02476418018,0.0196187887341,0.0406400337815,0.883005917072,1.34164249897,1.07667469978,0.480977475643,-0.053127489984,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,9,0.14094260335,,0.0335829816759,0.161860287189,,,0.715210318565,,-0.72674626112,-0.306158214808,0.140129834414,0.766763329506,1.53361988068,0.710234940052,0.781696915627,-0.287530452013,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,10,0.116881631315,,-0.00254162377678,0.192792102695,,,0.970239698887,,-0.570080637932,-0.276128947735,0.126972422004,1.04736173153,,,0.585902094841,,-1.44070208073,0.91809117794,-0.0392962582409,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,11,0.178985863924,,1.48893761635,0.0950382128358,,,1.07870590687,,-0.45944622159,-0.242935836315,0.299346745014,1.00037574768,,,1.34954726696,,1.21094322205,0.841296494007,-0.145601853728,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,12,,,1.41806638241,0.248939037323,,,1.22298598289,,-0.0373138338327,1.55562806129,0.275709122419,0.480076253414,,,,,0.821935296059,-1.51037847996,1.5359660387,0.768279254436,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,13,,,-0.0023369952105,0.134298607707,,,1.21323287487,,1.50714755058,1.55784976482,-0.0473956540227,,,,,,0.881277441978,,1.53664243221,,1.1885279417,1.47071731091,0.717318713665,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,14,,,1.40479433537,0.187635555863,,,0.873164892197,,0.103714637458,1.55603075027,0.290455341339,,,,,,0.98405790329,,0.0311207063496,,1.13021063805,-1.46222877502,0.75070720911,1.05991983414,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,15,,,0.0337837301195,0.0488995239139,,,1.19539582729,,0.236120596528,1.56513333321,0.00345027446747,,,,,,1.36806643009,,0.0732591226697,,1.34468197823,-1.32737147808,,,0.859616816044,0.759633779526,1.17819261551,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,16,,,0.00298045319505,0.186609238386,,,1.03728020191,,-0.422655016184,-0.370103925467,0.253157138824,,,,,,,,0.106011554599,,1.47176992893,1.46373581886,,,0.827473402023,1.03796470165,0.671747565269,-0.526298224926,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,17,,,-0.00924779754132,0.162607252598,,,0.928657352924,,-0.919332027435,1.54578149319,0.202406719327,,,,,,,,0.071760199964,,1.01169681549,1.33582413197,,,1.23702585697,1.48577415943,0.503784060478,1.12694692612,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,18,,,-0.0255787130445,0.171369969845,,,1.13822448254,,-0.845301508904,-1.55462348461,0.259770303965,,,,,,,,0.0764689072967,,1.15540874004,1.30537843704,,,,0.709549963474,,1.09718430042,0.269486784935,0.618611097336,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,19,,,1.42473125458,0.183711096644,,,0.843168795109,,-1.57079637051,-1.56354165077,0.305262714624,,,,,,,,0.0993958190084,,-1.44834923744,-1.55833613873,,,,-0.222636550665,,,0.768859386444,0.776454567909,-0.504426956177
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,0,91.8406219482,60.3847770691,99.3553390503,80.2842712402,58.2842712402,64.2842712402,86.7695541382,71.556350708,77.2132034302,89.112701416,87.3553390503,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,1,89.5979766846,63.2132034302,111.941123962,87.0121917725,60.0416297913,62.8700561523,85.9411239624,87.3847732544,84.3847732544,95.6984863281,100.42640686,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,2,99.0121917725,,100.526908875,85.6984863281,,,91.9411239624,,81.6984863281,89.3553390503,99.8406219482,89.5979766846,65.6984863281,63.1126976013,61.6984863281,89.9411239624,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,3,101.35533905,,145.870056152,80.5269088745,,,93.5979766846,,82.2842712402,81.112701416,94.5269088745,76.7695541382,63.6984863281,64.2842712402,69.9411239624,95.4558410645,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,4,94.8700561523,,101.455841064,92.7695541382,,,106.083259583,,78.8700561523,81.6984863281,97.8406219482,88.1837692261,67.112701416,67.6984863281,75.5979766846,96.2842712402,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,5,104.183769226,,92.5269088745,89.3553390503,,,106.669044495,,88.8700561523,88.2842712402,97.0121917725,90.1837692261,69.4558410645,64.8700561523,72.4264068604,102.28427124,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,6,105.597976685,,125.491378784,89.0121917725,,,94.4264068604,,93.0121917725,86.041633606,103.840621948,93.0121917725,70.8700561523,62.8700561523,73.5979766846,94.8700561523,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,7,112.42640686,,106.526908875,90.4264068604,,,93.0121917725,,88.1837692261,91.112701416,102.183769226,91.2548370361,66.041633606,71.112701416,77.9411239624,92.5269088745,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,8,104.769554138,,133.941131592,85.4558410645,,,94.0832595825,,85.112701416,79.2132034302,101.597976685,93.2548370361,75.112701416,64.5269088745,79.0121917725,98.7695541382,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,9,107.012191772,,117.870056152,91.3553390503,,,95.0121917725,,95.5979766846,86.1837692261,97.9411239624,100.669044495,74.2842712402,70.7695541382,87.2548370361,92.1837692261,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,10,107.941123962,,129.041625977,88.1837692261,,,98.7695541382,,88.1837692261,82.2842712402,99.3553390503,83.5979766846,,,85.0121917725,,76.2842712402,75.3553390503,101.597976685,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,11,106.526908875,,104.526908875,99.112701416,,,102.42640686,,91.0121917725,86.8700561523,94.5269088745,90.4264068604,,,77.9411239624,,90.1837692261,81.3553390503,101.254837036,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,12,,,95.3553390503,91.2548370361,,,86.1837692261,,81.3553390503,100.698486328,98.1837692261,65.112701416,,,,,64.6984863281,62.0416297913,100.041633606,59.6984863281,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,13,,,109.526908875,77.6984863281,,,88.4264068604,,89.041633606,104.041633606,91.0121917725,,,,,,63.1126976013,,106.21320343,,67.6984863281,57.7989883423,67.5979766846,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,14,,,102.526908875,87.0121917725,,,91.2548370361,,80.041633606,143.597976685,97.8406219482,,,,,,63.1126976013,,87.7989883423,,65.6984863281,44.1421356201,69.3553390503,35.556350708,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,15,,,108.526908875,86.1837692261,,,93.4974746704,,74.8700561523,159.35534668,97.0121917725,,,,,,56.6274185181,,87.6984863281,,59.4558448792,49.7989883423,,,57.1126976013,58.5269126892,44.3847770691,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,16,,,131.870056152,90.7695541382,,,88.1837692261,,79.4558410645,91.6984863281,95.9411239624,,,,,,,,85.4558410645,,63.2132034302,46.9705619812,,,60.5269126892,54.2842712402,47.2132034302,68.041633606,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,17,,,104.28427124,85.3553390503,,,97.2548370361,,83.2132034302,94.4558410645,98.5269088745,,,,,,,,92.041633606,,63.4558448792,53.7989883423,,,63.1126976013,61.7989883423,48.0416297913,64.8700561523,,,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,18,,,97.4558410645,87.112701416,,,90.5269088745,,85.112701416,109.041633606,94.1837692261,,,,,,,,100.870056152,,69.7989883423,53.2132034302,,,,68.8700561523,,66.041633606,73.112701416,54.0416297913,
nuc,/home/data/HeLa/Set0_2/processed/*,perimeter,19,,,90.2842712402,90.5269088745,,,90.4264068604,,86.9705657959,124.905593872,96.7695541382,,,,,,,,101.698486328,,63.2132034302,50.9705619812,,,,56.6274185181,,,73.3553390503,61.9411239624,78.041633606
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,0,0.987460792065,0.981203019619,0.957317054272,0.968354403973,0.953125,0.981651365757,0.956521749496,0.99696969986,0.992500007153,0.98489934206,0.979345977306,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,1,0.98196721077,0.985865712166,0.100520193577,0.956756770611,0.956521749496,0.980830669403,0.95210725069,0.0897793546319,0.0954992026091,0.989409983158,0.981081068516,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,2,0.96604937315,,0.109783418477,0.956262409687,,,0.969936728477,,0.980582535267,0.97938144207,0.984063744545,0.928321659565,0.967065870762,0.969072163105,0.968309879303,0.986301362514,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,3,0.981401979923,,0.0864510983229,0.950216472149,,,0.9784283638,,0.982692301273,0.973523437977,0.991071403027,0.956422030926,0.987460792065,0.959866225719,0.972602725029,0.986607134342,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,4,0.985436916351,,0.961971819401,0.953405022621,,,0.937179505825,,0.987755119801,0.993927121162,0.98793566227,0.936902463436,0.956140339375,0.949404776096,0.93483710289,0.988269805908,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,5,0.963636338711,,0.949066221714,0.975609779358,,,0.961977183819,,0.969849228859,0.977900564671,0.987637341022,0.92909091711,0.966480433941,0.994011998177,0.968169748783,0.9765625,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,6,0.978919625282,,0.0780664160848,0.958115160465,,,0.970992386341,,0.969278037548,0.986166000366,0.979064047337,0.912891983986,0.968169748783,0.980519473553,0.957499980927,0.994134902954,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,7,0.975235819817,,0.952442169189,0.95068025589,,,0.987748861313,,0.973553717136,0.980769217014,0.987309634686,0.927007317543,0.987804889679,0.937677025795,0.963123619556,0.987860381603,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,8,0.973684191704,,0.0770218223333,0.978131234646,,,0.94505494833,,0.976744174957,0.993644058704,0.991002559662,0.931985318661,0.962962985039,0.961783468723,0.967032968998,0.979946553707,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,9,0.969230771065,,0.120046429336,0.979899525642,,,0.954968929291,,0.971726179123,0.992467045784,0.982336938381,0.904545426369,0.981220662594,0.945355176926,0.939068078995,0.983128845692,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,10,0.974009871483,,0.0785010308027,0.971978962421,,,0.931952655315,,0.971088409424,0.983193278313,0.98389261961,0.929936289787,,,0.961832046509,,0.988789260387,0.947499990463,0.983627200127,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,11,0.975641012192,,0.963585436344,0.969026565552,,,0.932506859303,,0.976303339005,0.971717178822,0.983799695969,0.941499114037,,,0.958963274956,,0.976391255856,0.95424836874,0.977157354355,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,12,,,0.945901632309,0.94339621067,,,0.974217295647,,0.981670081615,0.122426629066,0.98191934824,0.968652009964,,,,,0.93059939146,0.975000023842,0.0806561857462,0.982638895512,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,13,,,0.0786015093327,0.973333358765,,,0.955719530582,,0.109284333885,0.113079532981,0.984301388264,,,,,,0.964169383049,,0.0741565898061,,0.977528095245,0.98400002718,0.971962630749,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,14,,,0.960170686245,0.966542780399,,,0.965058207512,,0.98695653677,0.117904663086,0.969144463539,,,,,,0.957095682621,,0.989605009556,,0.976331353188,0.971428573132,0.966197192669,0.990654230118,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,15,,,0.100066713989,0.967741906643,,,0.955954313278,,0.990867555141,0.111225537956,0.978873252869,,,,,,0.97265625,,0.986486494541,,0.985865712166,0.958083808422,,,0.9921875,0.984615385532,0.96794873476,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,16,,,0.0784038752317,0.948763251305,,,0.953068614006,,0.991836726665,0.991974294186,0.978197693825,,,,,,,,0.981854856014,,0.976588606834,0.93865031004,,,0.981949448586,0.982758641243,0.983240246773,0.961988329887,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,17,,,0.0750272348523,0.961538434029,,,0.93848580122,,0.994318187237,0.156353592873,0.990291237831,,,,,,,,0.986159145832,,0.966555178165,0.935828864574,,,0.977635800838,0.981818199158,0.940119743347,0.967320263386,,,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,18,,,0.0957616567612,0.96946567297,,,0.985389590263,,0.987318813801,0.115110680461,0.983751833439,,,,,,,,0.975794255733,,0.97759103775,0.970588207245,,,,0.970588207245,,0.941558420658,0.988179683685,0.982378840446,
nuc,/home/data/HeLa/Set0_2/processed/*,solidity,19,,,0.978339374065,0.983050823212,,,0.972173929214,,0.996491253376,0.10509776324,0.981664299965,,,,,,,,0.987106025219,,0.972318351269,0.978021979332,,,,0.971659898758,,,0.970731735229,0.98322147131,0.979729712009
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,0,53.1404571533,27.4107036591,28.6067428589,34.119682312,36.5179595947,26.284526825,29.4125289917,21.488527298,24.5648536682,14.4465904236,15.5222558975,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,1,52.6929855347,17.6148929596,28.0163707733,36.2272224426,25.5315799713,26.4407844543,29.9728031158,21.3458442688,24.1108665466,14.8759422302,14.5946798325,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,2,26.6858119965,,23.9841156006,27.5339298248,,,26.235250473,,18.2186145782,15.9466714859,14.5971775055,39.6317520142,40.3643913269,19.3189983368,22.3452243805,18.0451793671,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,3,25.8558311462,,29.191286087,26.0897655487,,,27.8737716675,,21.6625366211,14.2977485657,14.9459524155,34.5090560913,34.9401245117,19.5575809479,23.2943229675,20.679681778,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,4,26.0878067017,,25.413646698,29.2472915649,,,30.0318965912,,17.7762241364,15.2325468063,13.411980629,38.6356658936,36.8130607605,19.8664627075,22.7311496735,19.7792339325,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,5,27.1746387482,,22.505651474,27.7828483582,,,33.0124053955,,21.68800354,15.4244632721,15.0041427612,37.6647987366,43.3984184265,23.7432422638,20.1067276001,21.9898891449,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,6,29.4945678711,,25.965007782,27.600610733,,,29.4964675903,,20.6701641083,16.2108707428,16.021982193,37.8940124512,41.7963752747,24.3011569977,22.0990657806,20.1660938263,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,7,32.0726966858,,25.418132782,26.96134758,,,26.7312927246,,21.1383266449,14.9737205505,15.0234699249,37.8102073669,38.8852882385,23.0182056427,23.410949707,22.0086898804,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,8,27.8996677399,,26.7631149292,27.8352546692,,,25.8013877869,,18.7787361145,14.5297365189,14.4429616928,37.2226219177,44.3697280884,23.6335926056,20.9387302399,19.8089771271,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,9,27.9614219666,,25.6004600525,29.2718257904,,,29.9186763763,,21.411315918,14.8373641968,14.2131900787,44.3393478394,44.7329216003,22.2695198059,19.7115058899,19.4354629517,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,10,40.7063865662,,33.4383773804,37.8896064758,,,31.1419525146,,14.5358228683,16.1178207397,15.7558021545,38.7184371948,,,38.7239227295,,38.0715866089,11.3306493759,19.0115394592,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,11,29.2041110992,,24.1914844513,36.3735198975,,,30.4383888245,,22.574798584,15.0432405472,14.5677032471,38.335018158,,,20.6420536041,,51.2655029297,23.8198432922,20.7336540222,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,12,,,24.2316970825,34.9435539246,,,38.6382217407,,25.1543159485,14.6056003571,14.645409584,40.317440033,,,,,24.5608024597,33.1866760254,22.7108421326,23.8973865509,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,13,,,24.0535774231,26.7386875153,,,20.9549598694,,17.0200634003,11.3363809586,12.115237236,,,,,,30.271686554,,17.2740707397,,27.7841873169,29.5366649628,48.8234214783,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,14,,,20.398147583,26.5137691498,,,19.9175395966,,15.4417171478,10.6608781815,10.4525108337,,,,,,25.9261627197,,16.1149291992,,23.2349090576,15.2296981812,57.2756614685,23.9731750488,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,15,,,19.7744903564,27.0151443481,,,19.7278423309,,16.9266052246,11.3592586517,10.5799827576,,,,,,23.2076416016,,16.848783493,,20.0007457733,18.943649292,,,62.4314002991,78.2552261353,9.15548992157,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,16,,,20.967792511,25.8046607971,,,19.6892242432,,16.0075950623,9.86458206177,10.2071342468,,,,,,,,14.8651409149,,22.5108032227,32.7300567627,,,64.7430267334,26.093832016,35.3908348083,25.8670711517,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,17,,,20.0755786896,27.9406833649,,,29.0164451599,,18.2191295624,12.0680007935,12.245672226,,,,,,,,17.4346675873,,23.6941375732,39.7594146729,,,75.4338302612,66.3508987427,37.6741981506,23.2514781952,,,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,18,,,21.8062591553,30.219171524,,,26.0791835785,,18.9378509521,12.4369726181,12.6166496277,,,,,,,,18.7207202911,,28.6479434967,22.1344051361,,,,77.1161651611,,22.4387741089,79.5981521606,37.1605072021,
nuc,/home/data/HeLa/Set0_2/processed/*,std_intensity,19,,,23.0036296844,33.0224189758,,,25.7717437744,,22.9582443237,15.0306406021,14.9793138504,,,,,,,,21.5121250153,,39.1536598206,36.8520622253,,,,64.1762313843,,,46.4836235046,24.9972572327,28.4850616455
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,0,93640.0,58616.0,116388.0,77613.0,44777.0,52894.0,91631.0,68674.0,82454.0,133073.0,125947.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,1,98885.0,64578.0,120840.0,92120.0,45924.0,51049.0,90636.0,75741.0,87536.0,149959.0,162270.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,2,105850.0,,104674.0,76644.0,,,105830.0,,97894.0,128178.0,164155.0,63180.0,31394.0,46702.0,43725.0,116513.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,3,114214.0,,116629.0,70373.0,,,108702.0,,100693.0,107606.0,147691.0,49856.0,33384.0,47896.0,56349.0,137558.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,4,104971.0,,124761.0,89648.0,,,132086.0,,95063.0,112356.0,164471.0,61162.0,37084.0,57204.0,64217.0,139440.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,5,113929.0,,97859.0,88916.0,,,132083.0,,112351.0,119587.0,158699.0,59522.0,39067.0,56527.0,60266.0,150911.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,6,126139.0,,106538.0,87317.0,,,106612.0,,122492.0,113174.0,176298.0,61384.0,40131.0,51343.0,65180.0,136243.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,7,141542.0,,130364.0,86462.0,,,104997.0,,112638.0,116000.0,171534.0,61794.0,34854.0,55262.0,78447.0,128924.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,8,126650.0,,119055.0,79543.0,,,98951.0,,105540.0,107088.0,170730.0,62121.0,45130.0,50294.0,79826.0,145871.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,9,129344.0,,130906.0,95315.0,,,102683.0,,127191.0,119049.0,158322.0,76534.0,45648.0,57674.0,92406.0,127770.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,10,138250.0,,127034.0,99977.0,,,125946.0,,134902.0,105453.0,165838.0,91850.0,,,100325.0,,89856.0,90544.0,181210.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,11,129307.0,,121479.0,112282.0,,,114171.0,,120835.0,108883.0,147234.0,62385.0,,,79232.0,,75354.0,73531.0,154927.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,12,,,105129.0,97499.0,,,99914.0,,109142.0,128983.0,161706.0,67700.0,,,,,51477.0,59038.0,102788.0,47880.0,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,13,,,118025.0,78673.0,,,99943.0,,99169.0,141577.0,144718.0,,,,,,53070.0,,104223.0,,62828.0,35180.0,20456.0,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,14,,,132949.0,97868.0,,,113439.0,,101372.0,166491.0,161175.0,,,,,,54158.0,,107093.0,,60077.0,28613.0,23765.0,23233.0,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,15,,,117579.0,92722.0,,,111201.0,,94585.0,177760.0,160085.0,,,,,,45257.0,,113330.0,,50684.0,35844.0,,,37430.0,38286.0,36156.0,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,16,,,122614.0,98554.0,,,101251.0,,105377.0,145410.0,156425.0,,,,,,,,107683.0,,52412.0,26528.0,,,43593.0,49601.0,34565.0,62721.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,17,,,107855.0,87571.0,,,117637.0,,111136.0,132655.0,164213.0,,,,,,,,123468.0,,50148.0,28879.0,,,29305.0,47380.0,31790.0,52346.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,18,,,103571.0,90435.0,,,114584.0,,115474.0,138873.0,150948.0,,,,,,,,141131.0,,64369.0,31837.0,,,,42477.0,,52711.0,64780.0,45468.0,
nuc,/home/data/HeLa/Set0_2/processed/*,total_intensity,19,,,96368.0,96250.0,,,96613.0,,115159.0,135611.0,151470.0,,,,,,,,146548.0,,50057.0,29800.0,,,,31714.0,,,51542.0,46287.0,76896.0
nuc,/home/data/HeLa/Set0_2/processed/*,x,0,62.0857124329,108.298851013,9.1894903183,104.562088013,41.0860671997,55.3582572937,120.616600037,132.206680298,171.685134888,218.797271729,209.16696167,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,1,64.5826339722,110.086021423,14.7990865707,101.216575623,40.7651519775,56.7361564636,121.042251587,132.519775391,172.220092773,217.753829956,210.111572266,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,2,47.0591049194,,11.2006807327,99.3347167969,,,116.238174438,,167.035644531,214.596496582,208.539810181,74.9792861938,40.684211731,124.191490173,99.9199981689,128.256942749,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,3,50.1545181274,,26.3338489532,100.296127319,,,114.759056091,,166.362030029,214.4581604,206.433929443,74.0143890381,41.1587295532,124.818817139,100.400001526,129.120666504,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,4,48.1839065552,,9.59882831573,102.524436951,,,114.642951965,,165.111572266,213.820770264,205.598373413,75.7387771606,41.9235458374,121.413795471,99.7372665405,127.568252563,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,5,50.4426689148,,9.06618976593,101.492858887,,,115.243743896,,163.252151489,214.913375854,206.022247314,76.7964782715,40.70520401,122.554214478,98.8739700317,126.463996887,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,6,48.8909835815,,23.1886787415,101.211296082,,,114.418235779,,161.296356201,214.7915802,204.085540771,80.1240463257,40.1616439819,122.64238739,98.263710022,126.182891846,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,7,49.4824676514,,10.5479078293,101.171737671,,,115.767440796,,160.402374268,216.872543335,203.863754272,81.7598419189,42.4166679382,123.232627869,97.1599121094,126.546852112,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,8,50.6054039001,,23.5712127686,98.9126052856,,,113.877075195,,159.89743042,216.021316528,201.012969971,81.7238693237,41.1081733704,122.811256409,97.4727249146,126.854026794,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,9,48.3584671021,,13.9917125702,102.859832764,,,115.936584473,,158.898925781,217.055023193,200.699859619,82.5276412964,41.6602859497,122.72832489,98.6316757202,125.408737183,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,10,48.8068618774,,20.1401462555,101.308105469,,,112.119049072,,160.800354004,217.495727539,201.285125732,80.4589004517,,,98.835319519,,41.4058952332,122.440635681,125.585144043,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,11,48.2457275391,,8.7005815506,99.8721466064,,,114.342689514,,161.86730957,218.405410767,201.43711853,81.5145645142,,,97.3761291504,,41.5164070129,122.047943115,125.51688385,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,12,,,8.89947986603,101.099998474,,,120.595466614,,171.516601562,215.955276489,209.77053833,63.9644012451,,,,,39.4169502258,110.31867981,132.440673828,56.1378097534,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,x,13,,,15.8457794189,101.271690369,,,120.4034729,,171.836288452,216.330001831,209.173843384,,,,,,40.057434082,,132.186691284,,56.3247108459,109.0,63.7884597778,,,,,,,,
