object,ch,prop,frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,8,41.1884536743,,226.327972412,34.853603363,,,34.2362823486,,27.2040977478,28.9673252106,36.2350387573,33.0273551941,26.3020973206,24.9934978485,27.4026165009,32.7804374695,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,9,41.6894607544,,137.044662476,35.9596939087,,,33.7200393677,,29.9111919403,32.00258255,32.452545166,35.3078613281,26.4223022461,27.0565452576,30.6544113159,30.8517055511,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,10,42.8344535828,,205.579391479,33.3948326111,,,35.8837509155,,29.9933929443,30.6795539856,34.4005432129,28.7111473083,,,28.5955963135,,27.5712451935,28.9502410889,34.3486938477,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,11,42.4358711243,,42.9961967468,39.536781311,,,37.9806442261,,30.8472862244,31.9518871307,32.083190918,30.0313110352,,,25.2266407013,,31.6609992981,29.9726352692,35.2230758667,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,12,,,37.5525093079,33.9062309265,,,31.9867668152,,28.252040863,149.343032837,35.7694778442,25.4869174957,,,,,22.5864105225,24.5836601257,151.863388062,20.6783313751,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,13,,,162.492248535,29.4716815948,,,33.5761909485,,129.386703491,148.465194702,31.4147052765,,,,,,22.2230434418,,188.645202637,,24.1314563751,23.3253822327,27.7384738922,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,14,,,40.007106781,32.5091934204,,,33.0525474548,,28.0098667145,231.368621826,33.9167938232,,,,,,23.1486225128,,36.4594306946,,23.245388031,19.1164550781,26.6827411652,13.1471147537,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,15,,,159.77532959,32.2468757629,,,34.1355438232,,24.1100463867,246.959365845,33.7145767212,,,,,,19.889585495,,34.7606964111,,20.5895366669,21.6312084198,,,22.0007400513,22.9008560181,17.1645355225,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,16,,,246.512893677,34.7044258118,,,32.5602722168,,25.9449462891,29.6452121735,32.9420967102,,,,,,,,35.1682891846,,20.2266635895,19.2440834045,,,23.5327110291,20.8774299622,17.7373657227,22.389333725,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,17,,,176.738677979,32.813835144,,,35.6966247559,,27.0588264465,94.4373245239,36.4757881165,,,,,,,,36.3226966858,,22.8270664215,23.8154258728,,,23.0042629242,25.5903129578,19.9458045959,21.7466583252,,,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,18,,,134.628845215,35.1535224915,,,31.0405960083,,29.2048454285,158.888763428,32.7202377319,,,,,,,,40.3287811279,,24.7700443268,22.1178951263,,,,22.7561645508,,20.6820526123,24.5397663116,20.6535205841,
nuc,/home/data/HeLa/Set0_2/processed/*,major_axis_length,19,,,36.5936698914,34.5508956909,,,32.7055587769,,28.9130744934,200.042358398,34.1042633057,,,,,,,,39.9857139587,,23.6911678314,21.8074951172,,,,22.222070694,,,24.0823516846,22.7577133179,26.4205741882
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,0,23.7362003326,13.5720815659,20.9529438019,19.2625846863,14.9360485077,18.2807273865,20.379989624,14.3803033829,18.2218399048,25.3557529449,22.7869033813,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,1,23.6549816132,13.9458236694,39.0241012573,22.1421127319,16.826335907,17.6901226044,19.3103485107,29.1329898834,28.7524814606,25.7545509338,25.5632724762,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,2,20.5567035675,,37.3764533997,18.3321285248,,,24.7535171509,,23.88048172,24.4223861694,26.2215709686,23.8839378357,18.5892276764,14.2609500885,15.0706882477,21.744852066,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,3,22.2331085205,,36.9540786743,17.782119751,,,24.1163196564,,23.9441928864,22.8078689575,25.3612480164,20.0880012512,18.7395458221,14.2509412766,17.6042251587,26.1616954803,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,4,20.7420864105,,23.2537708282,18.1265830994,,,25.8502044678,,24.325378418,22.3767986298,28.4658164978,21.6467437744,19.9077186584,16.9283752441,18.0253257751,25.885969162,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,5,21.1779117584,,19.317445755,20.7510738373,,,25.1521530151,,26.5707111359,22.8780517578,27.3480892181,21.8890419006,17.6588935852,18.3417758942,17.474187851,28.613368988,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,6,22.9732704163,,36.6688232422,20.8237133026,,,24.0866069794,,26.1729507446,21.1696968079,28.9192810059,21.1553821564,18.7840595245,17.1683444977,18.9956684113,26.1234951019,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,7,23.9845714569,,23.1615810394,20.8734474182,,,24.5894451141,,26.1999111176,20.7652301788,28.8877868652,22.2391319275,16.3305664062,16.1211547852,22.1112422943,26.9472312927,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,8,23.1981525421,,38.4671974182,18.2037754059,,,23.4106178284,,25.8733081818,20.971529007,27.27501297,20.7325496674,20.5822582245,15.6742954254,21.2731323242,28.6525268555,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,9,23.4644966125,,40.8336868286,21.0667800903,,,24.1073722839,,28.2932567596,21.8335208893,28.6236286163,22.9139537811,20.4856910706,16.796749115,22.7015247345,26.6542186737,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,10,23.6838569641,,40.5208358765,21.4228115082,,,23.5684738159,,24.5987300873,20.4162807465,27.3711433411,20.3958892822,,,23.1578121185,,20.6948604584,17.1135368347,29.1204681396,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,11,23.1381225586,,20.9679908752,21.5756626129,,,23.9046459198,,25.7412452698,20.6031265259,26.7859745026,22.9769477844,,,23.3940906525,,23.7709522247,19.0364303589,27.9276714325,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,12,,,20.4338493347,21.3789806366,,,21.2646503448,,22.2337341309,24.4310798645,25.3579845428,15.5136604309,,,,,17.0458221436,14.3805809021,34.3805236816,17.4160480499,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,13,,,37.8431091309,19.1283092499,,,20.1491527557,,26.9338493347,26.8033027649,25.5346450806,,,,,,17.0631580353,,34.7465133667,,18.4215698242,13.476556778,14.5171356201,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,14,,,22.4661197662,20.8032970428,,,22.8529224396,,21.4073734283,29.6107158661,26.1873645782,,,,,,16.3472118378,,17.1156196594,,18.0974121094,9.08631801605,16.497215271,10.3169736862,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,15,,,37.6139678955,20.5535316467,,,22.5476284027,,23.1396503448,32.3584251404,26.4783153534,,,,,,16.0670375824,,19.1052913666,,17.2423038483,9.49162006378,,,14.7654476166,14.3156290054,11.3157024384,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,16,,,37.9042053223,20.3648605347,,,21.3169841766,,24.1857643127,27.3146057129,26.3229923248,,,,,,,,17.8957042694,,18.8748378754,10.5055456161,,,14.9174776077,13.9097452164,12.7317771912,19.3914146423,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,17,,,36.1866760254,19.8070716858,,,22.2608604431,,25.1130504608,26.4761505127,25.0893325806,,,,,,,,20.392950058,,16.483007431,9.49830436707,,,17.1369762421,13.5143280029,10.2325305939,17.6290435791,,,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,18,,,35.4689254761,18.5649414062,,,25.4374027252,,24.0576953888,26.8152084351,25.9962043762,,,,,,,,20.8595676422,,18.3489646912,11.4276409149,,,,20.6040077209,,18.3378887177,21.8892612457,13.7835865021,
nuc,/home/data/HeLa/Set0_2/processed/*,minor_axis_length,19,,,19.1880474091,21.5399570465,,,22.3916511536,,25.522151947,27.9859409332,26.0925350189,,,,,,,,22.3278617859,,15.5407571793,10.5077447891,,,,13.7978096008,,,21.3389511108,16.5643482208,21.5112419128
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,0,253.0,254.0,254.0,253.0,254.0,231.0,253.0,253.0,252.0,252.0,252.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,1,254.0,254.0,254.0,255.0,254.0,231.0,255.0,255.0,255.0,254.0,254.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,2,254.0,,246.0,246.0,,,247.0,,246.0,253.0,253.0,223.0,193.0,224.0,224.0,246.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,3,238.0,,254.0,230.0,,,254.0,,254.0,254.0,254.0,207.0,205.0,222.0,230.0,255.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,4,239.0,,254.0,254.0,,,254.0,,247.0,255.0,255.0,239.0,205.0,231.0,246.0,254.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,5,245.0,,229.0,245.0,,,253.0,,254.0,254.0,254.0,236.0,213.0,237.0,213.0,253.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,6,254.0,,254.0,254.0,,,254.0,,254.0,255.0,255.0,229.0,198.0,238.0,238.0,247.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,7,253.0,,245.0,230.0,,,245.0,,254.0,255.0,254.0,246.0,198.0,231.0,246.0,253.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,8,247.0,,254.0,246.0,,,239.0,,247.0,255.0,255.0,204.0,202.0,247.0,239.0,247.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,9,247.0,,253.0,246.0,,,253.0,,254.0,254.0,254.0,253.0,201.0,209.0,230.0,246.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,10,255.0,,253.0,255.0,,,255.0,,254.0,252.0,253.0,254.0,,,254.0,,254.0,254.0,255.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,11,245.0,,237.0,253.0,,,253.0,,253.0,252.0,252.0,221.0,,,245.0,,246.0,221.0,245.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,12,,,252.0,255.0,,,254.0,,255.0,254.0,254.0,253.0,,,,,230.0,253.0,255.0,238.0,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,13,,,254.0,255.0,,,255.0,,255.0,255.0,255.0,,,,,,254.0,,255.0,,254.0,194.0,172.0,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,14,,,246.0,254.0,,,254.0,,254.0,254.0,254.0,,,,,,253.0,,255.0,,246.0,246.0,183.0,253.0,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,15,,,245.0,246.0,,,253.0,,253.0,253.0,253.0,,,,,,232.0,,253.0,,231.0,254.0,,,223.0,247.0,254.0,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,16,,,253.0,252.0,,,253.0,,252.0,252.0,252.0,,,,,,,,252.0,,237.0,246.0,,,245.0,252.0,253.0,252.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,17,,,253.0,254.0,,,254.0,,254.0,254.0,254.0,,,,,,,,254.0,,247.0,255.0,,,224.0,255.0,254.0,224.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,18,,,253.0,253.0,,,253.0,,253.0,253.0,253.0,,,,,,,,253.0,,253.0,211.0,,,,239.0,,246.0,254.0,253.0,
nuc,/home/data/HeLa/Set0_2/processed/*,max_intensity,19,,,230.0,255.0,,,239.0,,254.0,253.0,252.0,,,,,,,,255.0,,254.0,245.0,,,,253.0,,,246.0,231.0,253.0
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,0,148.634918213,224.582382202,185.331207275,169.091506958,183.512298584,164.778808594,181.088928223,208.735565186,207.692687988,226.700164795,221.347976685,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,1,165.083465576,231.462371826,183.926940918,173.48399353,173.954544067,166.28338623,182.366195679,213.957626343,209.416275024,229.29510498,223.512390137,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,2,169.08946228,,178.01701355,159.343032837,,,172.642745972,,193.849502563,224.873687744,221.531707764,118.983047485,97.1950454712,165.609924316,159.0,202.279510498,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,3,166.492706299,,180.261199951,160.302963257,,,171.184249878,,197.050888062,225.117156982,221.758255005,119.558753967,105.980949402,166.885025024,158.72958374,207.478134155,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,4,172.36618042,,182.666183472,168.511276245,,,180.692199707,,196.41116333,228.830963135,223.162826538,124.820411682,113.406730652,179.322891235,172.163543701,206.884277344,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,5,165.354141235,,175.060821533,158.778564453,,,174.022399902,,194.043182373,225.210922241,220.721832275,116.481407166,112.91040802,170.262054443,165.112335205,201.214660645,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,6,169.769851685,,182.740997314,159.047363281,,,167.628936768,,194.12361145,226.801605225,221.758483887,117.14503479,109.947944641,170.009933472,170.182769775,200.948379517,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,7,171.151153564,,175.929824829,154.672622681,,,162.78604126,,191.235992432,227.450973511,220.480712891,121.641731262,107.574073792,166.954681396,176.682434082,198.039932251,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,8,171.148651123,,180.386367798,161.67276001,,,164.370437622,,193.296707153,228.332626343,221.439682007,122.526626587,108.485580444,166.536422729,181.422729492,199.005462646,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,9,171.089950562,,180.809387207,162.931625366,,,166.964233398,,194.77947998,225.899429321,218.979248047,128.197662354,109.205741882,166.687866211,176.347335815,199.329177856,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,10,175.66708374,,185.451095581,180.13873291,,,199.914291382,,236.255691528,225.326919556,226.245559692,209.703201294,,,199.057540894,,203.755096436,238.902374268,232.023040771,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,11,169.917221069,,176.568313599,170.901062012,,,168.642547607,,195.525894165,226.367980957,220.410186768,121.135925293,,,178.450454712,,130.145080566,167.878997803,201.203903198,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,12,,,182.199310303,177.270904541,,,188.873352051,,226.435684204,230.738815308,229.045318604,219.093856812,,,,,174.498306274,216.256408691,217.771179199,169.187286377,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,13,,,191.599029541,179.618728638,,,192.940155029,,219.400436401,235.961669922,230.810211182,,,,,,179.290542603,,223.654510498,,180.540237427,143.008132935,65.5641021729,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,14,,,196.961486816,188.207687378,,,195.584487915,,223.286346436,237.844284058,233.248916626,,,,,,186.751724243,,224.985290527,,182.051513672,210.389709473,69.2857131958,219.179244995,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,15,,,195.964996338,181.807846069,,,189.762802124,,217.937789917,235.132278442,230.338134766,,,,,,181.755020142,,221.780822754,,181.663085938,224.024993896,,,147.362197876,149.5546875,239.443710327,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,16,,,199.372360229,183.527008057,,,191.763259888,,216.82510376,235.291259766,232.429428101,,,,,,,,221.114990234,,179.493148804,173.385620117,,,160.268386841,217.548248291,196.392044067,190.641342163,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,17,,,195.744094849,175.141998291,,,197.709243774,,211.68762207,234.372787476,229.990188599,,,,,,,,216.610519409,,173.522491455,165.022857666,,,95.7679748535,175.48147583,202.484069824,176.844589233,,,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,18,,,191.798141479,178.021652222,,,188.771011353,,211.87890625,232.229095459,226.648651123,,,,,,,,218.807754517,,184.438400269,160.792922974,,,,117.016525269,,181.762069702,154.976074219,203.892379761,
nuc,/home/data/HeLa/Set0_2/processed/*,mean_intensity,19,,,177.800735474,165.948272705,,,172.831848145,,202.744720459,225.267440796,217.629302979,,,,,,,,212.696655273,,178.138793945,167.415725708,,,,132.141662598,,,129.5025177,157.976104736,176.772415161
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,0,145.5,239.0,186.0,165.0,183.5,167.0,179.0,203.0,202.0,229.0,222.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,1,161.0,239.0,186.0,168.0,177.0,168.0,181.0,211.0,204.0,230.0,223.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,2,172.0,,182.0,158.0,,,170.0,,189.0,223.0,223.0,117.0,96.0,166.0,155.0,199.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,3,169.0,,182.0,161.0,,,168.0,,192.0,222.0,222.0,118.0,106.0,167.0,157.0,203.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,4,177.0,,185.0,165.5,,,178.0,,194.0,232.0,224.0,123.0,113.0,179.0,172.0,205.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,5,168.0,,180.0,157.0,,,168.0,,189.0,223.0,222.0,116.0,117.0,171.0,164.0,196.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,6,172.0,,184.0,157.0,,,166.0,,190.0,231.0,223.0,117.0,111.0,170.0,171.0,198.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,7,172.0,,179.0,153.0,,,161.0,,187.0,231.0,223.0,123.0,112.0,167.0,177.5,197.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,8,175.0,,182.0,159.0,,,164.0,,190.0,232.0,224.0,121.0,111.0,165.5,182.5,199.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,9,174.0,,183.0,162.0,,,165.0,,191.0,223.0,215.0,126.0,110.0,170.0,177.0,198.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,10,174.0,,189.0,176.0,,,197.0,,239.0,229.0,229.0,223.0,,,201.0,,210.0,238.0,240.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,11,170.0,,181.0,164.0,,,165.0,,191.0,228.0,219.0,121.0,,,179.0,,132.0,169.0,201.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,12,,,185.0,173.0,,,182.0,,239.0,231.0,231.0,237.0,,,,,179.0,230.0,217.0,171.0,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,13,,,195.0,180.0,,,193.0,,217.0,239.0,231.0,,,,,,178.5,,219.0,,179.5,147.0,62.5,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,14,,,201.0,189.0,,,195.0,,218.0,238.0,231.0,,,,,,187.5,,219.0,,183.0,208.0,64.0,220.0,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,15,,,199.0,183.0,,,190.0,,215.0,237.0,230.0,,,,,,182.0,,217.0,,182.0,223.0,,,164.0,176.5,239.0,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,16,,,201.0,183.0,,,191.0,,215.0,237.0,237.0,,,,,,,,222.0,,180.5,176.0,,,181.5,222.0,201.0,192.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,17,,,197.0,175.0,,,193.0,,206.0,239.0,231.0,,,,,,,,216.0,,175.0,166.0,,,105.5,194.0,208.0,179.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,18,,,194.5,176.0,,,186.0,,205.0,230.0,230.0,,,,,,,,215.0,,184.0,161.5,,,,133.0,,186.0,178.0,211.0,
nuc,/home/data/HeLa/Set0_2/processed/*,median_intensity,19,,,182.0,162.0,,,173.0,,196.0,229.0,214.0,,,,,,,,210.0,,175.0,165.5,,,,121.0,,,130.0,156.0,176.0
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,0,0.0,123.0,114.0,109.0,107.0,104.0,121.0,171.0,166.0,194.0,191.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,1,29.0,165.0,115.0,107.0,117.0,107.0,120.0,174.0,172.0,191.0,190.0,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,2,99.0,,114.0,103.0,,,120.0,,157.0,190.0,190.0,0.0,0.0,116.0,118.0,162.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,3,108.0,,106.0,109.0,,,120.0,,161.0,193.0,189.0,10.0,17.0,129.0,111.0,168.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,4,107.0,,121.0,115.0,,,123.0,,167.0,194.0,194.0,0.0,22.0,137.0,120.0,169.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,5,100.0,,109.0,108.0,,,111.0,,155.0,192.0,187.0,0.0,3.0,124.0,117.0,157.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,6,98.0,,115.0,105.0,,,108.0,,153.0,187.0,189.0,6.0,0.0,119.0,128.0,159.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,7,104.0,,117.0,106.0,,,108.0,,155.0,193.0,189.0,18.0,0.0,121.0,129.0,149.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,8,110.0,,119.0,108.0,,,107.0,,154.0,195.0,193.0,34.0,0.0,113.0,133.0,157.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,9,112.0,,120.0,112.0,,,111.0,,156.0,195.0,192.0,20.0,0.0,107.0,131.0,159.0,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,10,76.0,,98.0,105.0,,,133.0,,186.0,188.0,189.0,75.0,,,108.0,,113.0,197.0,180.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,11,103.0,,112.0,108.0,,,114.0,,159.0,194.0,189.0,32.0,,,124.0,,0.0,110.0,157.0,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,12,,,121.0,113.0,,,116.0,,159.0,197.0,196.0,70.0,,,,,115.0,134.0,172.0,116.0,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,13,,,128.0,125.0,,,148.0,,193.0,206.0,198.0,,,,,,111.0,,190.0,,123.0,78.0,0.0,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,14,,,145.0,138.0,,,154.0,,197.0,209.0,209.0,,,,,,134.0,,195.0,,129.0,172.0,0.0,157.0,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,15,,,143.0,126.0,,,149.0,,191.0,203.0,203.0,,,,,,128.0,,188.0,,132.0,187.0,,,0.0,0.0,214.0,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,16,,,147.0,136.0,,,152.0,,188.0,210.0,208.0,,,,,,,,192.0,,135.0,112.0,,,0.0,144.0,115.0,135.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,17,,,137.0,122.0,,,140.0,,179.0,206.0,202.0,,,,,,,,184.0,,122.0,85.0,,,0.0,0.0,108.0,123.0,,,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,18,,,136.0,122.0,,,138.0,,180.0,200.0,201.0,,,,,,,,180.0,,124.0,113.0,,,,0.0,,123.0,0.0,120.0,
nuc,/home/data/HeLa/Set0_2/processed/*,min_intensity,19,,,113.0,103.0,,,119.0,,171.0,192.0,187.0,,,,,,,,170.0,,106.0,91.0,,,,2.0,,,0.0,102.0,111.0
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,0,0.723260462284,-1.52333199978,1.47676944733,0.0821828097105,0.995755553246,1.12052607536,1.2822445631,0.0418404191732,0.151060417295,-0.719404637814,0.000778121582698,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,1,0.683448016644,1.53157973289,-0.00617797393352,0.240631893277,0.8520398736,1.2610296011,1.30249261856,1.51314723492,1.53121089935,-0.554483354092,0.104440361261,,,,,,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,2,0.0664229094982,,0.0797187909484,0.230713829398,,,0.980942368507,,-0.853807091713,-0.382328927517,0.262910485268,1.03110730648,-0.208144202828,1.13773262501,0.648217976093,0.0638193786144,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,3,0.0928526595235,,-0.0191604085267,0.215889960527,,,0.725125074387,,-1.25522661209,-0.368821173906,0.165082499385,0.690814614296,-0.853403270245,1.23360359669,0.967119216919,0.183529645205,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,4,0.0435062460601,,1.45970058441,0.0808758810163,,,0.896787047386,,-0.421826124191,-0.138491824269,0.0484631620347,0.785437464714,0.986287474632,0.941372454166,0.854006171227,-0.0405723750591,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,5,0.0893252342939,,1.47059595585,0.181202709675,,,0.857943117619,,-0.175844609737,-0.283624380827,0.254902243614,0.616373717785,-1.33641827106,1.32274365425,1.1723304987,-0.0216654911637,,,,,,,,,,,,,,,
nuc,/home/data/HeLa/Set0_2/processed/*,orientation,6,0.0681951716542,,-0.0211280677468,0.181996896863,,,0.800549268723,,-0.62215000391,-0.247065320611,0.387862592936,0.78479385376,-1.46811676025,1.50982999802,1.19297373295,-0.0417090244591,,,,,,,,,,,,,,,
